City,Pincode,Gender,Age Group,COVID-19 like symptoms,COVID-19 Diagnosed
Nagpur,410038,Female,40-60,52291,1362
Bangalore,410054,Male,60-80,7737,996
Chennai,560095,Male,80+,36988,1438
Kolkata,410054,Female,80+,4463,676
Bangalore,410038,Male,80+,29464,1699
Chennai,560095,Female,80+,41082,736
Mumbai,410067,Male,80+,70228,641
Pune,410054,Male,60-80,79257,388
Mumbai,400065,Female,40-60,46951,1237
Chennai,400065,Male,20-40,61410,1359
Pune,560095,Male,20-40,29990,370
Kolkata,400065,Female,60-80,11043,1457
Mumbai,410054,Female,60-80,66371,997
Nagpur,400074,Female,20-40,9504,519
Mumbai,560095,Male,20-40,30462,894
Pune,410067,Male,80+,93380,429
Mumbai,400074,Female,80+,56984,315
Nagpur,410054,Female,60-80,20960,368
Chennai,410038,Male,60-80,76899,1090
Bangalore,410067,Female,40-60,42596,1192
Mumbai,400074,Female,20-40,46796,279
Chennai,410067,Male,60-80,83544,674
Bangalore,410038,Male,20-40,16188,208
Kolkata,560095,Male,80+,94106,851
Kolkata,410067,Female,60-80,62335,351
Pune,53000,Female,80+,53959,1270
Kolkata,410038,Female,80+,96953,1435
Nagpur,400074,Female,80+,20650,1756
Chennai,410067,Female,20-40,53017,1223
Bangalore,410038,Male,40-60,43834,1598
Mumbai,53000,Male,40-60,28942,253
Chennai,400074,Male,80+,99800,1381
Kolkata,410038,Male,40-60,5020,1509
Kolkata,560095,Male,80+,42612,1575
Chennai,410067,Male,80+,6211,1745
Nagpur,400074,Female,20-40,87538,774
Nagpur,560095,Female,80+,25984,1609
Chennai,410054,Female,40-60,24897,1689
Kolkata,410054,Female,20-40,36862,1333
Kolkata,410067,Female,80+,77859,338
Bangalore,410038,Female,60-80,29293,824
Kolkata,53000,Female,20-40,64097,1789
Pune,53000,Female,60-80,19178,250
Bangalore,400065,Male,40-60,16137,892
Bangalore,560095,Male,20-40,55722,1312
Bangalore,410054,Male,80+,52217,420
Kolkata,400065,Female,80+,58909,1286
Bangalore,560095,Male,60-80,63837,348
Chennai,410067,Female,40-60,57180,1574
Nagpur,53000,Male,60-80,15957,415
Mumbai,410067,Male,80+,29144,574
Pune,400065,Male,80+,13403,1210
Mumbai,400074,Male,80+,36959,974
Pune,400065,Female,80+,95865,1320
Bangalore,560095,Female,60-80,54756,1374
Kolkata,53000,Male,80+,73100,1386
Kolkata,560095,Female,60-80,32562,792
Mumbai,410054,Male,80+,86718,1160
Kolkata,410038,Male,60-80,10319,298
Mumbai,560095,Male,60-80,93065,1299
Kolkata,410067,Male,60-80,53589,779
Kolkata,400074,Male,40-60,44651,223
Chennai,560095,Female,80+,4940,1271
Mumbai,53000,Female,40-60,48305,1486
Nagpur,400065,Male,20-40,43531,1353
Pune,410067,Female,80+,65857,1406
Kolkata,410054,Female,60-80,5428,1523
Pune,53000,Female,80+,86745,1135
Pune,53000,Male,80+,20098,329
Kolkata,410067,Female,40-60,64759,1584
Nagpur,410067,Female,80+,78019,1606
Nagpur,400074,Male,40-60,43933,813
Pune,53000,Male,20-40,42085,727
Bangalore,410054,Male,80+,79212,1639
Chennai,400065,Male,60-80,86815,578
Mumbai,400065,Female,80+,11621,1733
Pune,410054,Female,60-80,11911,774
Kolkata,560095,Male,80+,40088,494
Mumbai,410054,Female,40-60,16070,620
Pune,410054,Male,20-40,48448,1900
Pune,410067,Female,80+,66016,724
Chennai,410054,Male,40-60,67118,235
Pune,410038,Male,60-80,52291,766
Kolkata,410038,Male,40-60,40235,1889
Chennai,560095,Male,20-40,55743,1075
Bangalore,410054,Male,60-80,97114,216
Kolkata,410038,Male,40-60,75678,448
Chennai,560095,Female,80+,9652,1863
Nagpur,410054,Male,80+,57988,1761
Bangalore,53000,Female,20-40,89317,1747
Pune,410067,Female,80+,53877,663
Nagpur,410038,Male,60-80,98757,1886
Pune,410054,Female,80+,72920,936
Chennai,400065,Female,80+,30230,1525
Pune,400074,Female,40-60,92753,763
Mumbai,410067,Female,60-80,83142,1130
Bangalore,53000,Female,60-80,51329,1299
Bangalore,410038,Female,60-80,61713,445
Pune,410054,Male,80+,17822,547
Chennai,400074,Male,40-60,81964,224
Chennai,410038,Male,60-80,50765,1412
Kolkata,410038,Male,40-60,78783,1872
Pune,410038,Female,40-60,86690,379
Chennai,400074,Male,80+,91309,634
Bangalore,400074,Male,40-60,10785,492
Mumbai,410067,Female,60-80,98109,1827
Mumbai,410067,Male,20-40,13328,1662
Kolkata,410067,Female,60-80,50683,922
Nagpur,400065,Male,60-80,70382,1886
Kolkata,560095,Male,60-80,36812,332
Bangalore,410038,Female,80+,4197,349
Chennai,560095,Male,20-40,58608,887
Chennai,400065,Female,80+,14741,1343
Pune,53000,Female,20-40,72189,831
Pune,400065,Male,20-40,59260,1134
Nagpur,410054,Female,40-60,51482,1188
Nagpur,410067,Male,40-60,78638,1330
Chennai,410067,Male,20-40,17698,848
Nagpur,410067,Male,20-40,45621,1555
Mumbai,53000,Female,20-40,78751,1280
Chennai,400065,Female,40-60,30425,1865
Chennai,410054,Male,60-80,94433,902
Bangalore,53000,Female,80+,2468,511
Chennai,400074,Female,80+,12302,1800
Nagpur,400065,Female,60-80,21179,1048
Nagpur,410067,Female,60-80,72756,1758
Mumbai,400065,Female,60-80,3602,1774
Pune,400074,Male,80+,8625,1143
Nagpur,400065,Female,40-60,18755,1600
Kolkata,410067,Male,40-60,7890,1770
Mumbai,400074,Male,20-40,29584,1435
Pune,400065,Male,80+,66336,1811
Kolkata,53000,Male,60-80,83824,727
Mumbai,400074,Male,80+,90932,1769
Pune,400065,Female,80+,52277,1406
Mumbai,410054,Male,40-60,79220,911
Mumbai,400065,Male,80+,29327,339
Bangalore,400065,Male,20-40,61463,650
Kolkata,53000,Male,60-80,20608,951
Nagpur,400074,Male,20-40,78791,1420
Kolkata,400065,Male,80+,85365,607
Bangalore,410067,Female,40-60,80714,1343
Nagpur,560095,Male,60-80,49082,254
Mumbai,53000,Female,40-60,76902,1422
Bangalore,400074,Female,20-40,37891,576
Pune,560095,Male,20-40,63197,781
Pune,410067,Female,60-80,37953,767
Pune,400065,Male,20-40,22992,1100
Pune,410038,Female,20-40,66916,758
Mumbai,410067,Female,60-80,77927,701
Mumbai,400065,Male,40-60,51922,1288
Mumbai,53000,Female,20-40,46939,1799
Chennai,400074,Female,60-80,59884,1718
Bangalore,400074,Female,20-40,58931,800
Chennai,53000,Female,20-40,74948,1302
Pune,410067,Male,60-80,10588,1257
Chennai,400074,Female,20-40,93479,1096
Chennai,400074,Female,60-80,88479,517
Mumbai,400065,Male,40-60,85920,512
Kolkata,53000,Female,80+,17267,425
Pune,410054,Male,80+,52403,1724
Bangalore,410054,Male,60-80,46933,1849
Pune,410038,Male,60-80,99917,1840
Mumbai,400065,Female,40-60,84613,919
Mumbai,400065,Female,60-80,36739,1611
Kolkata,53000,Female,40-60,92393,1279
Mumbai,410067,Female,60-80,7994,1838
Chennai,410038,Male,80+,58580,1329
Nagpur,53000,Male,60-80,86804,408
Bangalore,410038,Female,40-60,73755,1114
Chennai,53000,Female,20-40,98725,1850
Pune,560095,Male,80+,26578,1524
Nagpur,400074,Male,60-80,68361,788
Mumbai,560095,Male,80+,29860,250
Kolkata,410054,Male,40-60,92378,1043
Chennai,410054,Male,60-80,76468,1055
Bangalore,410067,Male,80+,32289,1653
Bangalore,410038,Female,40-60,77587,1884
Nagpur,400065,Female,20-40,25446,771
Pune,400065,Female,80+,52198,1321
Pune,410067,Female,80+,15572,512
Nagpur,400074,Male,20-40,25580,1064
Chennai,400074,Male,80+,86553,784
Chennai,400074,Female,60-80,77582,1552
Nagpur,53000,Female,80+,46533,460
Chennai,410067,Female,40-60,79935,476
Nagpur,400074,Male,60-80,96800,1512
Bangalore,410067,Male,80+,88164,1237
Kolkata,560095,Female,40-60,83814,1774
Mumbai,410054,Male,40-60,15424,808
Mumbai,410054,Female,80+,56534,1065
Bangalore,410067,Male,40-60,48698,1849
Kolkata,410054,Male,60-80,55686,1343
Pune,410067,Female,80+,27614,605
Mumbai,410067,Male,40-60,96235,619
Mumbai,400074,Female,40-60,74004,1193
Nagpur,410038,Female,60-80,89398,1717
Mumbai,400065,Male,40-60,3661,1565
Chennai,400065,Male,80+,70457,1859
Nagpur,410038,Male,20-40,68854,401
Chennai,410038,Male,20-40,60486,392
Chennai,410038,Male,80+,61753,1733
Pune,53000,Male,40-60,28851,444
Mumbai,53000,Female,20-40,86794,1684
Nagpur,560095,Male,60-80,49104,1484
Kolkata,410054,Male,20-40,62853,1576
Nagpur,410054,Male,20-40,83212,1839
Nagpur,560095,Male,80+,32691,896
Kolkata,53000,Male,60-80,15179,364
Nagpur,410067,Male,80+,85951,1288
Pune,400074,Female,20-40,29229,792
Mumbai,560095,Male,60-80,30420,1682
Bangalore,400074,Male,40-60,62045,751
Kolkata,410054,Male,80+,21315,1096
Nagpur,410038,Male,40-60,14582,1211
Mumbai,410038,Male,80+,17614,1351
Nagpur,400074,Female,60-80,93819,414
Kolkata,410038,Male,80+,80414,1295
Mumbai,400065,Female,60-80,21184,801
Pune,560095,Female,60-80,83823,1062
Chennai,560095,Female,60-80,71408,1148
Kolkata,410038,Male,60-80,18558,207
Nagpur,53000,Male,20-40,77423,1801
Mumbai,53000,Male,60-80,3676,339
Nagpur,53000,Male,60-80,84476,1047
Mumbai,410054,Female,80+,72793,1718
Kolkata,53000,Male,40-60,97401,579
Mumbai,53000,Female,80+,67318,1513
Nagpur,410054,Female,80+,76267,1626
Bangalore,53000,Male,60-80,77979,1761
Kolkata,400074,Female,40-60,69282,1314
Nagpur,400074,Female,80+,23068,892
Chennai,560095,Female,80+,34943,1112
Kolkata,560095,Female,40-60,93241,1263
Nagpur,410038,Female,80+,10831,1751
Kolkata,410038,Male,20-40,28620,1204
Bangalore,410067,Male,40-60,45809,1196
Kolkata,410067,Male,80+,51451,372
Mumbai,410067,Female,80+,36262,1856
Bangalore,400065,Female,40-60,93994,579
Nagpur,53000,Male,40-60,85175,747
Mumbai,410067,Female,80+,89844,518
Nagpur,400074,Male,60-80,51726,219
Chennai,53000,Male,20-40,43759,1025
Chennai,410038,Male,60-80,53215,755
Mumbai,410054,Female,20-40,5543,1189
Mumbai,400074,Male,60-80,90421,842
Mumbai,53000,Male,80+,7129,874
Kolkata,410038,Female,60-80,6477,1619
Mumbai,410067,Male,40-60,49211,845
Kolkata,53000,Male,80+,70063,1145
Nagpur,410038,Male,80+,80914,1640
Bangalore,560095,Female,60-80,28962,265
Pune,400065,Male,80+,43227,307
Pune,53000,Male,20-40,17054,941
Chennai,410067,Female,20-40,64538,1016
Kolkata,560095,Male,60-80,3976,1866
Kolkata,53000,Male,80+,23880,499
Chennai,400074,Female,40-60,33341,1118
Pune,560095,Male,40-60,19331,895
Kolkata,410038,Female,40-60,28845,693
Chennai,410067,Male,20-40,88538,1749
Bangalore,400074,Female,40-60,63818,488
Mumbai,410054,Female,60-80,85329,647
Mumbai,400074,Female,40-60,25805,1251
Pune,53000,Male,60-80,25563,251
Pune,400074,Female,80+,21790,1134
Kolkata,53000,Female,20-40,56401,744
Chennai,560095,Female,60-80,25999,1357
Nagpur,410067,Female,60-80,34796,730
Mumbai,410067,Male,60-80,91183,1565
Pune,410054,Female,60-80,82708,1742
Nagpur,410067,Male,60-80,77454,346
Bangalore,410054,Male,80+,59351,970
Nagpur,400074,Female,60-80,20424,1101
Chennai,400065,Male,40-60,15748,1361
Bangalore,400065,Female,40-60,96865,1588
Mumbai,560095,Male,40-60,56360,265
Bangalore,410067,Male,60-80,48854,1510
Bangalore,53000,Male,60-80,11582,907
Bangalore,400065,Male,80+,54204,1744
Mumbai,400074,Female,20-40,71241,789
Nagpur,410054,Male,40-60,85240,1750
Nagpur,410067,Female,20-40,65559,1194
Mumbai,410038,Female,20-40,18681,1284
Bangalore,560095,Male,20-40,46276,1244
Mumbai,400065,Female,60-80,86432,1466
Nagpur,53000,Male,60-80,14679,515
Pune,400074,Male,80+,83534,1320
Mumbai,400065,Male,60-80,11838,1087
Nagpur,400065,Female,40-60,62626,1098
Pune,560095,Female,60-80,93882,1582
Mumbai,400065,Female,20-40,26661,1249
Kolkata,410054,Male,60-80,17128,1090
Bangalore,53000,Female,80+,96263,777
Chennai,410038,Female,20-40,16086,775
Mumbai,410054,Male,60-80,96855,514
Chennai,410067,Female,40-60,49992,1457
Pune,53000,Male,40-60,74057,359
Nagpur,53000,Female,60-80,55950,326
Mumbai,410054,Female,40-60,51903,491
Kolkata,410067,Female,20-40,18605,528
Kolkata,53000,Female,20-40,70983,1445
Pune,410054,Male,80+,23644,919
Chennai,53000,Female,20-40,79722,1290
Chennai,410038,Male,60-80,3655,1008
Nagpur,410067,Male,40-60,69832,938
Kolkata,53000,Male,80+,86725,592
Mumbai,53000,Female,40-60,96897,1150
Pune,410054,Male,20-40,29546,207
Mumbai,53000,Male,80+,69269,573
Chennai,410054,Male,20-40,85816,723
Kolkata,410054,Male,60-80,18126,430
Pune,400074,Male,60-80,42432,624
Chennai,560095,Male,20-40,41243,785
Nagpur,410054,Male,80+,64437,1328
Chennai,400065,Female,80+,86980,1851
Nagpur,53000,Male,40-60,4972,894
Nagpur,410038,Female,80+,50830,1802
Bangalore,53000,Male,60-80,45735,346
Nagpur,410038,Female,40-60,22660,975
Bangalore,410054,Female,40-60,29345,643
Kolkata,53000,Male,60-80,41460,1395
Chennai,400074,Male,40-60,73803,396
Pune,410054,Female,40-60,22859,978
Bangalore,410054,Female,20-40,28907,1678
Mumbai,410054,Female,20-40,73365,1068
Nagpur,410054,Female,80+,53997,1258
Bangalore,560095,Male,60-80,73672,1500
Mumbai,560095,Male,80+,76382,440
Mumbai,560095,Female,20-40,89082,1799
Chennai,560095,Male,20-40,5489,698
Bangalore,53000,Female,40-60,23480,1315
Kolkata,410038,Male,60-80,10262,1531
Chennai,410054,Male,40-60,55649,615
Pune,400074,Male,80+,63255,503
Chennai,410038,Female,20-40,81970,1176
Nagpur,410054,Male,60-80,97915,475
Chennai,400065,Male,40-60,84046,797
Bangalore,53000,Male,20-40,36998,1726
Mumbai,400074,Male,20-40,56541,319
Nagpur,400065,Female,80+,76207,1046
Pune,560095,Female,60-80,35560,215
Kolkata,400065,Male,60-80,85949,1248
Pune,400074,Female,20-40,54843,432
Kolkata,560095,Female,20-40,37442,398
Bangalore,400074,Female,40-60,56364,1014
Chennai,53000,Female,40-60,44983,211
Nagpur,400065,Female,20-40,3733,1175
Mumbai,53000,Female,40-60,52195,1768
Pune,53000,Female,60-80,37144,860
Mumbai,410054,Female,20-40,89174,941
Bangalore,410067,Male,40-60,43510,210
Pune,560095,Female,40-60,75930,1283
Mumbai,410067,Male,20-40,65730,1422
Nagpur,400065,Female,80+,63984,378
Chennai,53000,Male,20-40,56647,763
Pune,560095,Female,40-60,76759,781
Bangalore,410038,Female,60-80,47186,1643
Bangalore,410067,Male,20-40,37245,1517
Pune,410054,Female,20-40,29171,1234
Nagpur,410067,Male,40-60,26256,362
Nagpur,400074,Male,40-60,51159,1769
Chennai,560095,Male,80+,29293,249
Pune,410054,Male,60-80,38818,880
Nagpur,400065,Female,40-60,67768,1453
Pune,410054,Male,60-80,38565,364
Mumbai,410054,Female,40-60,18093,1185
Nagpur,410067,Male,60-80,32089,1126
Bangalore,410054,Female,60-80,66882,705
Chennai,410038,Female,40-60,87157,1062
Chennai,410067,Male,60-80,45772,1290
Bangalore,400065,Female,60-80,20770,368
Kolkata,53000,Male,40-60,23475,817
Kolkata,410038,Male,40-60,19401,321
Nagpur,400074,Female,80+,70726,781
Bangalore,410054,Female,80+,51395,764
Nagpur,53000,Male,40-60,36869,504
Bangalore,400074,Male,40-60,38450,748
Kolkata,410067,Male,60-80,82791,1592
Pune,560095,Female,80+,99489,1258
Pune,410054,Male,20-40,75316,247
Bangalore,410038,Male,80+,18340,552
Pune,410038,Male,40-60,62973,1727
Nagpur,560095,Female,40-60,72169,458
Bangalore,560095,Female,40-60,12517,1195
Chennai,400065,Male,20-40,23540,1038
Nagpur,410067,Female,40-60,21973,303
Kolkata,53000,Female,60-80,43998,1681
Chennai,560095,Female,20-40,98360,1157
Mumbai,53000,Male,80+,58744,444
Bangalore,410067,Female,80+,56411,355
Chennai,53000,Female,20-40,43585,1050
Mumbai,400074,Male,60-80,45493,874
Mumbai,410038,Male,20-40,52811,752
Bangalore,400065,Male,40-60,59671,1280
Kolkata,560095,Female,40-60,10630,382
Pune,410038,Male,40-60,80411,1339
Bangalore,53000,Male,20-40,14490,726
Mumbai,410054,Male,60-80,40447,1347
Bangalore,410038,Female,80+,79533,972
Pune,410054,Male,40-60,88538,1700
Kolkata,410067,Male,80+,75399,603
Bangalore,410054,Female,80+,57685,365
Pune,410038,Female,80+,55254,1712
Kolkata,410067,Female,80+,4677,1273
Nagpur,53000,Male,20-40,76876,291
Kolkata,410038,Female,60-80,49587,1601
Pune,410067,Female,40-60,36339,1304
Mumbai,410038,Male,80+,89675,378
Nagpur,560095,Male,80+,38233,814
Chennai,400074,Female,20-40,91156,1244
Mumbai,410067,Male,20-40,10863,733
Pune,410038,Female,60-80,27916,852
Pune,400074,Female,60-80,89891,1406
Nagpur,53000,Female,40-60,86063,780
Mumbai,410067,Female,20-40,75043,1703
Nagpur,410038,Male,60-80,37521,1505
Mumbai,560095,Male,20-40,24995,1816
Pune,560095,Male,60-80,19131,1377
Pune,410067,Male,20-40,48788,256
Mumbai,400074,Male,40-60,14340,1552
Bangalore,560095,Female,40-60,66372,409
Chennai,410067,Female,40-60,64416,1875
Kolkata,400074,Female,60-80,78259,1218
Pune,400074,Female,80+,51325,1194
Kolkata,410054,Female,80+,6158,1376
Mumbai,53000,Male,40-60,78095,1494
Chennai,410067,Female,20-40,7275,1866
Pune,53000,Female,40-60,91269,466
Mumbai,400065,Female,40-60,97672,1624
Nagpur,400074,Male,40-60,21652,483
Kolkata,400074,Female,20-40,16448,1044
Pune,400074,Female,40-60,41960,469
Kolkata,410054,Female,80+,85964,1620
Bangalore,560095,Male,60-80,53165,1595
Bangalore,560095,Female,40-60,62836,972
Bangalore,400065,Male,80+,77311,1145
Pune,400065,Female,80+,63545,709
Kolkata,400065,Male,80+,95421,960
Bangalore,410038,Male,80+,73612,1816
Kolkata,400074,Female,20-40,51597,723
Chennai,410067,Male,60-80,22985,1528
Chennai,560095,Male,80+,15376,888
Bangalore,560095,Male,20-40,75481,1072
Kolkata,410067,Female,60-80,71861,922
Chennai,410038,Male,80+,21580,882
Bangalore,53000,Male,40-60,11665,1846
Nagpur,410038,Male,60-80,11773,1249
Pune,53000,Male,20-40,9585,453
Mumbai,410038,Female,80+,62453,556
Mumbai,400065,Male,60-80,74621,1496
Kolkata,400065,Male,80+,62293,862
Kolkata,53000,Male,20-40,55679,1776
Bangalore,410054,Female,40-60,54634,1787
Bangalore,53000,Female,80+,86737,1715
Mumbai,53000,Male,60-80,15976,1479
Mumbai,410054,Male,20-40,2840,821
Chennai,410038,Male,40-60,41292,1304
Kolkata,410067,Male,60-80,79390,1769
Kolkata,53000,Male,60-80,21244,557
Kolkata,410067,Male,40-60,10325,1107
Bangalore,410067,Female,20-40,68848,1141
Mumbai,400074,Male,20-40,79734,498
Bangalore,400065,Female,60-80,61644,842
Mumbai,53000,Male,40-60,27210,1817
Nagpur,400074,Male,40-60,18186,1165
Kolkata,560095,Female,20-40,61293,782
Chennai,400074,Female,60-80,85737,239
Bangalore,410038,Male,80+,87403,1549
Nagpur,410038,Male,20-40,27069,1388
Chennai,560095,Female,20-40,42464,1645
Nagpur,560095,Female,20-40,83714,1155
Chennai,53000,Female,60-80,42266,1765
Pune,410038,Male,60-80,38467,307
Mumbai,400065,Male,40-60,71273,1560
Nagpur,410054,Female,80+,82530,1707
Pune,560095,Male,80+,70406,1091
Nagpur,410038,Male,20-40,91028,495
Mumbai,410038,Female,60-80,39425,881
Chennai,400074,Male,60-80,19947,930
Mumbai,560095,Male,40-60,91693,1644
Nagpur,400074,Male,80+,6475,1895
Chennai,53000,Male,40-60,5014,243
Chennai,53000,Female,60-80,12050,913
Kolkata,410054,Male,80+,78631,1707
Pune,53000,Female,40-60,97138,365
Kolkata,410054,Female,80+,83588,440
Pune,400074,Female,60-80,12936,1722
Bangalore,410054,Female,20-40,73987,1503
Bangalore,400065,Male,80+,17488,204
Pune,53000,Male,80+,54333,1487
Pune,53000,Male,60-80,11175,1416
Kolkata,560095,Male,20-40,30513,367
Nagpur,400074,Female,40-60,13282,1874
Chennai,400065,Male,20-40,93809,210
Mumbai,400065,Female,60-80,49864,456
Chennai,400074,Female,20-40,66437,1200
Pune,410054,Male,20-40,22146,774
Mumbai,53000,Male,20-40,40996,1046
Chennai,400074,Female,80+,79839,1480
Kolkata,410067,Female,20-40,94238,1464
Nagpur,410054,Male,80+,41073,768
Nagpur,400074,Male,40-60,29455,677
Chennai,400065,Male,20-40,41910,1833
Mumbai,560095,Male,60-80,78139,1091
Kolkata,53000,Male,40-60,8972,1417
Nagpur,560095,Male,60-80,52764,1422
Pune,400065,Female,20-40,27409,1319
Chennai,410067,Male,20-40,31478,1170
Nagpur,410038,Male,20-40,44859,1062
Pune,560095,Male,40-60,35008,860
Nagpur,400074,Female,20-40,83130,623
Mumbai,410054,Female,80+,34291,234
Kolkata,400065,Male,40-60,84266,1384
Mumbai,560095,Male,80+,38701,233
Nagpur,560095,Female,40-60,51523,1488
Nagpur,400074,Male,40-60,66201,859
Nagpur,410054,Male,80+,31523,859
Mumbai,400065,Male,40-60,13733,445
Nagpur,53000,Male,60-80,59583,295
Nagpur,400065,Female,20-40,11572,1009
Chennai,410038,Male,60-80,79489,483
Kolkata,410038,Female,20-40,42051,643
Bangalore,560095,Male,60-80,52473,628
Chennai,410038,Female,80+,54173,307
Pune,410054,Female,80+,46882,986
Kolkata,410038,Female,60-80,79992,1710
Mumbai,560095,Female,40-60,95399,1791
Mumbai,410054,Male,20-40,56667,1079
Bangalore,410054,Male,80+,62992,1275
Mumbai,410054,Male,80+,36681,1725
Kolkata,560095,Female,60-80,28298,1504
Pune,400074,Male,60-80,63128,1555
Chennai,410038,Female,40-60,35769,403
Kolkata,400065,Male,60-80,51430,1129
Pune,560095,Female,80+,34685,582
Chennai,400065,Male,40-60,29793,297
Mumbai,400074,Female,60-80,15656,1158
Kolkata,410067,Female,20-40,13921,1463
Kolkata,410038,Female,40-60,50739,1552
Kolkata,410067,Female,60-80,90665,908
Chennai,410067,Female,60-80,8904,318
Kolkata,560095,Male,40-60,68339,1296
Nagpur,53000,Male,20-40,26968,1361
Kolkata,400065,Female,60-80,14478,655
Bangalore,400074,Male,60-80,30175,1451
Bangalore,400074,Male,80+,6895,1252
Pune,410038,Female,20-40,94268,1007
Nagpur,410054,Female,20-40,78852,1336
Nagpur,410067,Male,40-60,25245,762
Kolkata,410038,Female,60-80,82119,307
Nagpur,400065,Female,60-80,21943,918
Bangalore,400074,Female,20-40,37716,1259
Chennai,410054,Male,40-60,21448,1762
Kolkata,400074,Female,20-40,28975,520
Pune,560095,Female,40-60,91538,1093
Kolkata,400065,Female,40-60,90041,1548
Mumbai,400074,Male,80+,70554,1005
Mumbai,400065,Male,40-60,26196,1541
Mumbai,560095,Female,40-60,27557,1727
Bangalore,400074,Male,40-60,70332,1272
Bangalore,560095,Female,60-80,51853,999
Chennai,400074,Male,60-80,52616,673
Bangalore,410038,Female,20-40,90534,1205
Bangalore,400074,Male,80+,41750,1424
Kolkata,410054,Male,40-60,87449,1063
Pune,400074,Male,40-60,85893,1632
Bangalore,53000,Female,60-80,66501,1510
Nagpur,400065,Female,40-60,78938,310
Kolkata,400065,Female,20-40,49735,1600
Pune,400065,Male,20-40,57936,1718
Bangalore,53000,Male,80+,2314,923
Kolkata,400065,Male,20-40,91644,1312
Bangalore,410067,Female,40-60,39169,1326
Kolkata,410067,Female,40-60,90457,1414
Kolkata,560095,Female,40-60,42726,743
Bangalore,53000,Male,40-60,5438,897
Nagpur,400065,Male,80+,42495,1702
Chennai,410054,Female,40-60,27656,1118
Chennai,410054,Male,20-40,18924,1702
Mumbai,410038,Female,20-40,99026,990
Chennai,400074,Female,20-40,33346,741
Bangalore,560095,Female,60-80,97571,777
Kolkata,560095,Female,40-60,79142,638
Bangalore,560095,Male,80+,10385,288
Kolkata,53000,Male,80+,96885,975
Bangalore,410067,Female,80+,21717,810
Mumbai,53000,Male,40-60,52480,224
Mumbai,560095,Male,80+,50944,872
Pune,53000,Male,40-60,58961,646
Pune,400074,Male,80+,70178,393
Chennai,410067,Female,80+,12703,1742
Kolkata,53000,Female,80+,10339,967
Mumbai,560095,Male,60-80,2658,652
Pune,53000,Male,60-80,90570,1638
Mumbai,53000,Female,80+,99783,368
Mumbai,410038,Male,60-80,30890,1684
Mumbai,400065,Male,40-60,60857,493
Bangalore,400074,Male,40-60,95647,536
Mumbai,410038,Female,20-40,2384,1328
Bangalore,560095,Female,20-40,87431,1078
Mumbai,560095,Female,60-80,78946,1224
Mumbai,400065,Female,20-40,61757,721
Chennai,400074,Female,60-80,76456,645
Kolkata,53000,Male,60-80,66180,1788
Mumbai,400074,Female,40-60,49924,1679
Pune,53000,Female,40-60,47935,1015
Chennai,410067,Female,80+,78922,1840
Mumbai,400065,Male,60-80,62797,224
Mumbai,400065,Male,80+,27933,687
Kolkata,410054,Female,40-60,5638,1734
Kolkata,400074,Female,80+,34667,1729
Bangalore,410038,Male,20-40,63532,803
Kolkata,410054,Female,80+,19288,1650
Kolkata,410067,Male,20-40,59038,213
Chennai,410067,Male,60-80,52232,1543
Pune,410067,Female,60-80,19056,234
Chennai,560095,Male,60-80,91174,1744
Pune,53000,Female,20-40,6751,1073
Nagpur,410067,Male,20-40,13099,209
Bangalore,410038,Male,60-80,96372,920
Chennai,400074,Female,40-60,2080,777
Chennai,400065,Female,60-80,35310,1787
Chennai,410054,Female,80+,95257,1145
Chennai,400074,Male,80+,38986,1210
Bangalore,410054,Male,80+,96629,1791
Chennai,560095,Male,40-60,37828,449
Pune,53000,Male,60-80,85918,1407
Pune,400065,Male,40-60,21122,233
Nagpur,560095,Male,20-40,69083,743
Kolkata,53000,Female,20-40,9960,857
Mumbai,410067,Male,20-40,50507,413
Nagpur,53000,Male,20-40,71320,1673
Nagpur,410054,Male,60-80,94432,1205
Nagpur,410054,Male,20-40,4887,878
Nagpur,410038,Male,40-60,40148,235
Bangalore,410067,Female,40-60,60301,1488
Pune,53000,Male,40-60,76542,838
Mumbai,410038,Male,40-60,79710,1643
Mumbai,560095,Male,20-40,85999,878
Kolkata,400065,Female,60-80,15256,712
Bangalore,53000,Male,80+,95129,537
Nagpur,400065,Male,20-40,49544,250
Nagpur,410054,Female,80+,40768,467
Bangalore,410067,Female,60-80,94407,1164
Nagpur,410054,Female,80+,59400,1775
Bangalore,410067,Female,40-60,93495,866
Pune,410038,Male,80+,68129,1563
Pune,410038,Female,80+,69647,1061
Chennai,410054,Male,80+,23821,1199
Kolkata,400074,Female,20-40,55390,873
Chennai,410067,Female,60-80,97082,1658
Nagpur,410067,Male,20-40,23633,1070
Pune,400074,Female,20-40,89139,722
Chennai,410038,Female,60-80,31646,1456
Mumbai,400065,Female,60-80,98743,255
Pune,410054,Male,40-60,78828,878
Bangalore,53000,Female,20-40,22989,1070
Pune,400074,Female,40-60,61713,842
Kolkata,53000,Male,20-40,42238,1357
